"yr","stdg_cd","dat_no","jan","feb","mar","apr","may","jun","july","aug","sep","oct","nov","dec","qu_1","qu_2","qu_3","qu_4","ht_1","ht_2","yr_vl","pd_se","frst_reg_dt","last_mdfcn_dt"
"2020","4415000000",M020020,,,,,,,,,,,,,,,,,,,3468,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2018","4415000000",M020020,,,,,,,,,,,,,,,,,,,3898,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2019","4415000000",M020020,,,,,,,,,,,,,,,,,,,3617,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2017","4415000000",M020020,,,,,,,,,,,,,,,,,,,4144,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2021","4415000000",M020020,,,,,,,,,,,,,,,,,,,3294,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2021","4129000000",M020020,,,,,,,,,,,,,,,,,,,3621,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2017","4129000000",M020020,,,,,,,,,,,,,,,,,,,3379,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2018","4129000000",M020020,,,,,,,,,,,,,,,,,,,3236,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2019","4129000000",M020020,,,,,,,,,,,,,,,,,,,3101,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2020","4129000000",M020020,,,,,,,,,,,,,,,,,,,3308,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2016","4129000000",M020020,,,,,,,,,,,,,,,,,,,3941,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2020","1162000000",M020020,,,,,,,,,,,,,,,,,,,13782,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2019","1162000000",M020020,,,,,,,,,,,,,,,,,,,14761,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2018","1162000000",M020020,,,,,,,,,,,,,,,,,,,16069,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2017","1162000000",M020020,,,,,,,,,,,,,,,,,,,17357,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2016","1162000000",M020020,,,,,,,,,,,,,,,,,,,18710,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2021","1162000000",M020020,,,,,,,,,,,,,,,,,,,12625,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2020","4121000000",M020020,,,,,,,,,,,,,,,,,,,16311,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2018","4121000000",M020020,,,,,,,,,,,,,,,,,,,18512,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2019","4121000000",M020020,,,,,,,,,,,,,,,,,,,17198,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2021","4121000000",M020020,,,,,,,,,,,,,,,,,,,15547,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2016","4121000000",M020020,,,,,,,,,,,,,,,,,,,21100,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2017","4121000000",M020020,,,,,,,,,,,,,,,,,,,19902,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2020","1171000000",M020020,,,,,,,,,,,,,,,,,,,31314,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2019","1171000000",M020020,,,,,,,,,,,,,,,,,,,32293,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2018","1171000000",M020020,,,,,,,,,,,,,,,,,,,33452,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2017","2611000000",M020020,,,,,,,,,,,,,,,,,,,1187,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2016","2611000000",M020020,,,,,,,,,,,,,,,,,,,1346,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2019","2611000000",M020020,,,,,,,,,,,,,,,,,,,909,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2018","2611000000",M020020,,,,,,,,,,,,,,,,,,,1059,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2019","2920000000",M020020,,,,,,,,,,,,,,,,,,,27777,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2018","2920000000",M020020,,,,,,,,,,,,,,,,,,,29050,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2017","2920000000",M020020,,,,,,,,,,,,,,,,,,,30535,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2016","2920000000",M020020,,,,,,,,,,,,,,,,,,,31675,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2020","2920000000",M020020,,,,,,,,,,,,,,,,,,,27007,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2021","2920000000",M020020,,,,,,,,,,,,,,,,,,,26017,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2019","4623000000",M020020,,,,,,,,,,,,,,,,,,,7676,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2018","4623000000",M020020,,,,,,,,,,,,,,,,,,,8101,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2017","4623000000",M020020,,,,,,,,,,,,,,,,,,,8504,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2016","4623000000",M020020,,,,,,,,,,,,,,,,,,,8888,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2021","4623000000",M020020,,,,,,,,,,,,,,,,,,,7421,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2020","4623000000",M020020,,,,,,,,,,,,,,,,,,,7662,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2019","4161000000",M020020,,,,,,,,,,,,,,,,,,,18656,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2018","4161000000",M020020,,,,,,,,,,,,,,,,,,,19003,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2017","4161000000",M020020,,,,,,,,,,,,,,,,,,,18542,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2016","4161000000",M020020,,,,,,,,,,,,,,,,,,,18126,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2021","4161000000",M020020,,,,,,,,,,,,,,,,,,,18056,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2020","4161000000",M020020,,,,,,,,,,,,,,,,,,,18540,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2019","1121500000",M020020,,,,,,,,,,,,,,,,,,,13508,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2017","1121500000",M020020,,,,,,,,,,,,,,,,,,,15502,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2016","1121500000",M020020,,,,,,,,,,,,,,,,,,,16432,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2018","1121500000",M020020,,,,,,,,,,,,,,,,,,,14592,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2021","1121500000",M020020,,,,,,,,,,,,,,,,,,,11912,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2020","1121500000",M020020,,,,,,,,,,,,,,,,,,,12768,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2021","4376000000",M020020,,,,,,,,,,,,,,,,,,,620,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2020","4376000000",M020020,,,,,,,,,,,,,,,,,,,630,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2019","4376000000",M020020,,,,,,,,,,,,,,,,,,,686,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2018","4376000000",M020020,,,,,,,,,,,,,,,,,,,752,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2017","4376000000",M020020,,,,,,,,,,,,,,,,,,,834,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2016","4376000000",M020020,,,,,,,,,,,,,,,,,,,869,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2016","4673000000",M020020,,,,,,,,,,,,,,,,,,,771,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2017","4673000000",M020020,,,,,,,,,,,,,,,,,,,726,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2021","4673000000",M020020,,,,,,,,,,,,,,,,,,,593,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2020","4673000000",M020020,,,,,,,,,,,,,,,,,,,598,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2018","4673000000",M020020,,,,,,,,,,,,,,,,,,,659,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2019","4673000000",M020020,,,,,,,,,,,,,,,,,,,592,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2016","1153000000",M020020,,,,,,,,,,,,,,,,,,,20570,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2021","1153000000",M020020,,,,,,,,,,,,,,,,,,,15149,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2020","1153000000",M020020,,,,,,,,,,,,,,,,,,,16119,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2019","1153000000",M020020,,,,,,,,,,,,,,,,,,,16875,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2018","1153000000",M020020,,,,,,,,,,,,,,,,,,,17870,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2017","1153000000",M020020,,,,,,,,,,,,,,,,,,,19324,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2021","4131000000",M020020,,,,,,,,,,,,,,,,,,,9349,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2020","4131000000",M020020,,,,,,,,,,,,,,,,,,,9902,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2019","4131000000",M020020,,,,,,,,,,,,,,,,,,,10393,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2017","4131000000",M020020,,,,,,,,,,,,,,,,,,,11237,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2018","4131000000",M020020,,,,,,,,,,,,,,,,,,,11171,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2016","4131000000",M020020,,,,,,,,,,,,,,,,,,,11508,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2020","4719000000",M020020,,,,,,,,,,,,,,,,,,,24723,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2021","4719000000",M020020,,,,,,,,,,,,,,,,,,,23956,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2016","4719000000",M020020,,,,,,,,,,,,,,,,,,,28782,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2017","4719000000",M020020,,,,,,,,,,,,,,,,,,,27845,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2018","4719000000",M020020,,,,,,,,,,,,,,,,,,,26830,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2019","4719000000",M020020,,,,,,,,,,,,,,,,,,,25578,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2016","4513000000",M020020,,,,,,,,,,,,,,,,,,,15261,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2017","4513000000",M020020,,,,,,,,,,,,,,,,,,,14700,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2018","4513000000",M020020,,,,,,,,,,,,,,,,,,,13967,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2021","4513000000",M020020,,,,,,,,,,,,,,,,,,,12261,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2019","4513000000",M020020,,,,,,,,,,,,,,,,,,,13126,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2020","4513000000",M020020,,,,,,,,,,,,,,,,,,,12677,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2020","4772000000",M020020,,,,,,,,,,,,,,,,,,,350,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2019","4772000000",M020020,,,,,,,,,,,,,,,,,,,353,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2017","4772000000",M020020,,,,,,,,,,,,,,,,,,,422,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2018","4772000000",M020020,,,,,,,,,,,,,,,,,,,371,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2021","4772000000",M020020,,,,,,,,,,,,,,,,,,,303,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2016","4772000000",M020020,,,,,,,,,,,,,,,,,,,437,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2021","4141000000",M020020,,,,,,,,,,,,,,,,,,,12938,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2020","4141000000",M020020,,,,,,,,,,,,,,,,,,,13918,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2016","4141000000",M020020,,,,,,,,,,,,,,,,,,,18176,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2018","4141000000",M020020,,,,,,,,,,,,,,,,,,,15748,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2019","4141000000",M020020,,,,,,,,,,,,,,,,,,,14629,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2017","4141000000",M020020,,,,,,,,,,,,,,,,,,,17007,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2020","4111300000",M020020,,,,,,,,,,,,,,,,,,,19128,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2021","4111300000",M020020,,,,,,,,,,,,,,,,,,,18029,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2016","4111300000",M020020,,,,,,,,,,,,,,,,,,,22003,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2017","4111300000",M020020,,,,,,,,,,,,,,,,,,,21248,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2018","4111300000",M020020,,,,,,,,,,,,,,,,,,,21381,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2019","4111300000",M020020,,,,,,,,,,,,,,,,,,,20083,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2020","4471000000",M020020,,,,,,,,,,,,,,,,,,,1538,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2019","4471000000",M020020,,,,,,,,,,,,,,,,,,,1567,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2016","4471000000",M020020,,,,,,,,,,,,,,,,,,,1874,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2017","4471000000",M020020,,,,,,,,,,,,,,,,,,,1813,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2018","4471000000",M020020,,,,,,,,,,,,,,,,,,,1696,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2021","4471000000",M020020,,,,,,,,,,,,,,,,,,,1474,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2018","2641000000",M020020,,,,,,,,,,,,,,,,,,,9797,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2019","2641000000",M020020,,,,,,,,,,,,,,,,,,,9112,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2020","2641000000",M020020,,,,,,,,,,,,,,,,,,,8696,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2021","2641000000",M020020,,,,,,,,,,,,,,,,,,,8290,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2016","2641000000",M020020,,,,,,,,,,,,,,,,,,,10803,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2017","2641000000",M020020,,,,,,,,,,,,,,,,,,,10347,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2017","1154500000",M020020,,,,,,,,,,,,,,,,,,,9267,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2018","1154500000",M020020,,,,,,,,,,,,,,,,,,,8480,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2016","1154500000",M020020,,,,,,,,,,,,,,,,,,,9694,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2019","1154500000",M020020,,,,,,,,,,,,,,,,,,,7939,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2020","1154500000",M020020,,,,,,,,,,,,,,,,,,,7384,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2021","1154500000",M020020,,,,,,,,,,,,,,,,,,,6810,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2018","2671000000",M020020,,,,,,,,,,,,,,,,,,,10366,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2019","2671000000",M020020,,,,,,,,,,,,,,,,,,,10069,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2016","2671000000",M020020,,,,,,,,,,,,,,,,,,,10419,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2017","2671000000",M020020,,,,,,,,,,,,,,,,,,,10376,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2021","2671000000",M020020,,,,,,,,,,,,,,,,,,,10354,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2016","2714000000",M020020,,,,,,,,,,,,,,,,,,,18117,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2020","2653000000",M020020,,,,,,,,,,,,,,,,,,,7970,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2021","2711000000",M020020,,,,,,,,,,,,,,,,,,,2779,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2020","2711000000",M020020,,,,,,,,,,,,,,,,,,,2813,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2019","2711000000",M020020,,,,,,,,,,,,,,,,,,,2903,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2018","2711000000",M020020,,,,,,,,,,,,,,,,,,,3037,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2017","2711000000",M020020,,,,,,,,,,,,,,,,,,,2995,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2016","2711000000",M020020,,,,,,,,,,,,,,,,,,,3164,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2020","2671000000",M020020,,,,,,,,,,,,,,,,,,,10413,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2018","4146300000",M020020,,,,,,,,,,,,,,,,,,,28888,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2019","4146300000",M020020,,,,,,,,,,,,,,,,,,,27703,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2020","4146300000",M020020,,,,,,,,,,,,,,,,,,,27030,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2021","4146300000",M020020,,,,,,,,,,,,,,,,,,,26087,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2016","4146300000",M020020,,,,,,,,,,,,,,,,,,,30862,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2017","4146300000",M020020,,,,,,,,,,,,,,,,,,,29970,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2019","4521000000",M020020,,,,,,,,,,,,,,,,,,,2450,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2016","4521000000",M020020,,,,,,,,,,,,,,,,,,,2752,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2020","4521000000",M020020,,,,,,,,,,,,,,,,,,,2405,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2021","4521000000",M020020,,,,,,,,,,,,,,,,,,,2286,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2018","4521000000",M020020,,,,,,,,,,,,,,,,,,,2629,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2017","4521000000",M020020,,,,,,,,,,,,,,,,,,,2764,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2017","4715000000",M020020,,,,,,,,,,,,,,,,,,,6417,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2020","4715000000",M020020,,,,,,,,,,,,,,,,,,,5710,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2021","4715000000",M020020,,,,,,,,,,,,,,,,,,,5565,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2019","4715000000",M020020,,,,,,,,,,,,,,,,,,,5815,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2016","4715000000",M020020,,,,,,,,,,,,,,,,,,,6456,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2018","4715000000",M020020,,,,,,,,,,,,,,,,,,,6083,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2019","4157000000",M020020,,,,,,,,,,,,,,,,,,,27145,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2018","4157000000",M020020,,,,,,,,,,,,,,,,,,,27046,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2021","4157000000",M020020,,,,,,,,,,,,,,,,,,,29484,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2016","4157000000",M020020,,,,,,,,,,,,,,,,,,,24196,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2017","4157000000",M020020,,,,,,,,,,,,,,,,,,,25625,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2020","4157000000",M020020,,,,,,,,,,,,,,,,,,,28766,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2017","4825000000",M020020,,,,,,,,,,,,,,,,,,,35404,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2016","4825000000",M020020,,,,,,,,,,,,,,,,,,,36842,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2018","4825000000",M020020,,,,,,,,,,,,,,,,,,,33892,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2019","4825000000",M020020,,,,,,,,,,,,,,,,,,,32773,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2020","4825000000",M020020,,,,,,,,,,,,,,,,,,,32165,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2021","4825000000",M020020,,,,,,,,,,,,,,,,,,,30833,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2017","4617000000",M020020,,,,,,,,,,,,,,,,,,,4529,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2021","2729000000",M020020,,,,,,,,,,,,,,,,,,,27272,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2016","4617000000",M020020,,,,,,,,,,,,,,,,,,,4072,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2021","4617000000",M020020,,,,,,,,,,,,,,,,,,,4861,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2020","4617000000",M020020,,,,,,,,,,,,,,,,,,,4775,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2019","4617000000",M020020,,,,,,,,,,,,,,,,,,,4694,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2018","4617000000",M020020,,,,,,,,,,,,,,,,,,,4723,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2016","2629000000",M020020,,,,,,,,,,,,,,,,,,,14021,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2020","2629000000",M020020,,,,,,,,,,,,,,,,,,,11803,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2021","2629000000",M020020,,,,,,,,,,,,,,,,,,,11340,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2019","2629000000",M020020,,,,,,,,,,,,,,,,,,,12409,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2018","2629000000",M020020,,,,,,,,,,,,,,,,,,,13211,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2017","2629000000",M020020,,,,,,,,,,,,,,,,,,,13220,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2021","2720000000",M020020,,,,,,,,,,,,,,,,,,,4023,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2016","2720000000",M020020,,,,,,,,,,,,,,,,,,,5738,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2017","2720000000",M020020,,,,,,,,,,,,,,,,,,,5223,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2018","2720000000",M020020,,,,,,,,,,,,,,,,,,,4819,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2019","2720000000",M020020,,,,,,,,,,,,,,,,,,,4475,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2020","2720000000",M020020,,,,,,,,,,,,,,,,,,,4249,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2017","2817000000",M020020,,,,,,,,,,,,,,,,,,,19284,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2016","2817000000",M020020,,,,,,,,,,,,,,,,,,,20067,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2021","2915500000",M020020,,,,,,,,,,,,,,,,,,,11274,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2020","2915500000",M020020,,,,,,,,,,,,,,,,,,,11285,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2019","3114000000",M020020,,,,,,,,,,,,,,,,,,,16325,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2016","2811000000",M020020,,,,,,,,,,,,,,,,,,,5963,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2017","2811000000",M020020,,,,,,,,,,,,,,,,,,,5951,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2018","2811000000",M020020,,,,,,,,,,,,,,,,,,,5888,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2019","2811000000",M020020,,,,,,,,,,,,,,,,,,,6271,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2020","2811000000",M020020,,,,,,,,,,,,,,,,,,,6378,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2021","2811000000",M020020,,,,,,,,,,,,,,,,,,,6471,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2018","3114000000",M020020,,,,,,,,,,,,,,,,,,,17731,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2017","3114000000",M020020,,,,,,,,,,,,,,,,,,,19162,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2016","3114000000",M020020,,,,,,,,,,,,,,,,,,,20560,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2020","3114000000",M020020,,,,,,,,,,,,,,,,,,,15956,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
